pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6yz5	F	NA	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/06/20	H11-D4 complex with SARS-CoV-2 RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Huo, J., Mikolajek, H., Ward, P., Dumoux, M., Owens, R.J., Le Bas, A.	1.8	X-RAY DIFFRACTION	0.193	0.166	False	True	IGHV1	NA	NA	None	None	None	None	None
7omt	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/24/21	Crystal structure of ProMacrobody 21 with bound maltose	SYNTHETIC CONSTRUCT	synthetic construct			Botte, M., Ni, D., Schenck, S., Zimmermann, I., Chami, M., Bocquet, N., Egloff, P., Bucher, D., Trabuco, M., Cheng, R.K.Y., Brunner, J.D., Seeger, M.A., Stahlberg, H., Hennig, M.	2.0	X-RAY DIFFRACTION	0.239	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
6her	B	NA	0	A	protein	NA	major prion protein	PROTEIN BINDING	08/20/18	Mouse prion protein in complex with Nanobody 484	MUS MUSCULUS; CAMELUS DROMEDARIUS	camelus dromedarius		mus musculus	Soror, S.H., Abskharon, R., Wohlkonig, A.	1.199	X-RAY DIFFRACTION	0.195	0.169	False	True	IGHV1	NA	NA	None	None	None	None	None
2xa3	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/29/10	crystal structure of the broadly neutralizing llama VHH D7 and its  mode of HIV-1 gp120 interaction	LAMA GLAMA	lama glama			Hinz, A., LutjeHulsik, D., Forsman, A., Koh, W., Belrhali, H., Gorlani, A., deHaard, H., Weiss, R.A., Verrips, T., Weissenhorn, W.	1.5	X-RAY DIFFRACTION	0.1935	0.1657	False	True	IGHV1	NA	NA	None	None	None	None	None
6cwk	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/30/18	Anti-RTA VHH antibody	VICUGNA PACOS	vicugna pacos			Rudolph, M.J., Mantis, N.	1.256	X-RAY DIFFRACTION	0.176	0.155	False	True	IGHV1	NA	NA	None	None	None	None	None
6u14	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/15/19	VHH R303 C33A/C102A in complex withthe LRR domain of InlB	CAMELUS DROMEDARIUS	camelus dromedarius			Mendoza, M.N., Jian, M., Toride King, M., Brooks, C.L.	1.3	X-RAY DIFFRACTION	0.179	0.159	False	True	IGHV1	NA	NA	None	None	None	None	None
6u14	B	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/15/19	VHH R303 C33A/C102A in complex withthe LRR domain of InlB	CAMELUS DROMEDARIUS	camelus dromedarius			Mendoza, M.N., Jian, M., Toride King, M., Brooks, C.L.	1.3	X-RAY DIFFRACTION	0.179	0.159	False	True	IGHV1	NA	NA	None	None	None	None	None
6obc	B	NA	0	A	protein	NA	ricin a chain	TOXIN	03/20/19	Ricin A chain bound to camelid	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos		ricinus communis	Rudolph, M.J.	1.762	X-RAY DIFFRACTION	0.227	0.185	False	True	IGHV1	NA	NA	None	None	None	None	None
2p4a	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	X-ray structure of a camelid affinity matured single-domain vhh antibody fragment in complex with RNASE A	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius		bos taurus	Tereshko, V., Koide, A., Uysal, S., Koide, S.	1.9	X-RAY DIFFRACTION	0.218	0.184	False	True	IGHV1	NA	NA	1.80E-10	-13.51	Other	30	17888451
2p4a	D	NA	0	C	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	X-ray structure of a camelid affinity matured single-domain vhh antibody fragment in complex with RNASE A	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius		bos taurus	Tereshko, V., Koide, A., Uysal, S., Koide, S.	1.9	X-RAY DIFFRACTION	0.218	0.184	False	True	IGHV1	NA	NA	1.80E-10	-13.51	Other	30	17888451
6oq8	D	NA	0	A	protein	NA	toxin b	TOXIN	04/25/19	Structure of the GTD domain of Clostridium difficile toxin B in complex with VHH 7F	CLOSTRIDIOIDES DIFFICILE; CAMELIDAE	camelidae		clostridioides difficile	Chen, P., Lam, K., Jin, R.	2.2	X-RAY DIFFRACTION	0.220	0.197	False	True	IGHV1	NA	NA	None	None	None	None	None
6oq8	C	NA	0	B	protein	NA	toxin b	TOXIN	04/25/19	Structure of the GTD domain of Clostridium difficile toxin B in complex with VHH 7F	CLOSTRIDIOIDES DIFFICILE; CAMELIDAE	camelidae		clostridioides difficile	Chen, P., Lam, K., Jin, R.	2.2	X-RAY DIFFRACTION	0.220	0.197	False	True	IGHV1	NA	NA	None	None	None	None	None
7r20	B	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/03/22	Anti-Arc nanobody E5	VICUGNA PACOS	vicugna pacos			Markusson, S., Kursula, P.	1.42	X-RAY DIFFRACTION	0.237	0.185	False	True	IGHV1	NA	NA	None	None	None	None	None
3zkx	B	NA	0	A	protein	NA	beta-secretase 2	HYDROLASE	01/25/13	TERNARY BACE2 XAPERONE COMPLEX	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Kuglstatter, A., Banner, D.W., Benz, J., Bertschinger, J., Burger, D., Cuppuleri, S., Debulpaep, M., Gast, A., Grabulovski, D., Gsell, B., Hilpert, H., Huber, W., Kusznir, E., Laeremans, T., Matile, H., Rufer, A., Schlatter, D., Steyeart, J., Stihle, M., Thoma, R., Weber, M., Ruf, A.	2.37	X-RAY DIFFRACTION	0.2085	0.1849	False	True	IGHV3	NA	NA	None	None	None	None	None
3zkx	C	NA	0	A	protein	NA	beta-secretase 2	HYDROLASE	01/25/13	TERNARY BACE2 XAPERONE COMPLEX	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Kuglstatter, A., Banner, D.W., Benz, J., Bertschinger, J., Burger, D., Cuppuleri, S., Debulpaep, M., Gast, A., Grabulovski, D., Gsell, B., Hilpert, H., Huber, W., Kusznir, E., Laeremans, T., Matile, H., Rufer, A., Schlatter, D., Steyeart, J., Stihle, M., Thoma, R., Weber, M., Ruf, A.	2.37	X-RAY DIFFRACTION	0.2085	0.1849	False	True	IGHV3	NA	NA	None	None	None	None	None
4w6w	B	NA	0	A	protein	NA	f18 fimbrial adhesin ac	CELL ADHESION	08/21/14	Co-complex structure of the lectin domain of F18 fimbrial adhesin FedF with inhibitory nanobody NbFedF6	ESCHERICHIA COLI DH5[ALPHA]; LAMA GLAMA	lama glama		escherichia coli dh5[alpha]	Moonens, K., De Kerpel, M., Annelies, C., Cox, E., Pardon, E., Remaut, H., De Greve, H.	2.51	X-RAY DIFFRACTION	0.254	0.197	False	True	IGHV1	NA	NA	None	None	None	None	None
4wem	B	NA	0	A	protein	NA	k88 fimbrial protein ac	STRUCTURAL PROTEIN	09/10/14	Co-complex structure of the F4 fimbrial adhesin FaeG variant ac with llama single domain antibody V1	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Moonens, K., Van den Broeck, I., Pardon, E., De Kerpel, M., Remaut, H., De Greve, H.	1.55	X-RAY DIFFRACTION	0.193	0.169	False	True	IGHV1	NA	NA	None	None	None	None	None
4tvs	b	NA	0	B	protein	NA	vhh domain bs-1	MEMBRANE PROTEIN	06/27/14	LAP1(aa356-583), H.sapiens, bound to VHH-BS1	HOMO SAPIENS; VICUGNA PACOS	vicugna pacos		homo sapiens	Sosa, B.A., Schwartz, T.U.	1.6	X-RAY DIFFRACTION	0.229	0.181	False	False	IGHV1	NA	NA	None	None	None	None	None
4tvs	a	NA	0	A	protein	NA	vhh domain bs-1	MEMBRANE PROTEIN	06/27/14	LAP1(aa356-583), H.sapiens, bound to VHH-BS1	HOMO SAPIENS; VICUGNA PACOS	vicugna pacos		homo sapiens	Sosa, B.A., Schwartz, T.U.	1.6	X-RAY DIFFRACTION	0.229	0.181	False	False	IGHV1	NA	NA	None	None	None	None	None
6hhu	G	NA	0	A	protein	NA	s-layer protein sap	STRUCTURAL PROTEIN	08/29/18	Structure of the Bacillus anthracis Sap S-layer assembly domain	BACILLUS ANTHRACIS; LAMA GLAMA	lama glama		bacillus anthracis	Remaut, H., Fioravanti, A.	2.7	X-RAY DIFFRACTION	0.250	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
6hhu	H	NA	0	A	protein	NA	s-layer protein sap	STRUCTURAL PROTEIN	08/29/18	Structure of the Bacillus anthracis Sap S-layer assembly domain	BACILLUS ANTHRACIS; LAMA GLAMA	lama glama		bacillus anthracis	Remaut, H., Fioravanti, A.	2.7	X-RAY DIFFRACTION	0.250	0.186	False	True	IGHV3	NA	NA	None	None	None	None	None
4ej1	C	NA	0	B	protein	NA	dihydrofolate reductase	Oxidoreductase/Immune system	04/06/12	Binding of Nb113 camelid antibody fragment with the binary DHFR:folate complex	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Oyen, D., Srinivasan, V.	1.75	X-RAY DIFFRACTION	0.224	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4ej1	D	NA	0	A	protein	NA	dihydrofolate reductase	Oxidoreductase/Immune system	04/06/12	Binding of Nb113 camelid antibody fragment with the binary DHFR:folate complex	ESCHERICHIA COLI; LAMA GLAMA	lama glama		escherichia coli	Oyen, D., Srinivasan, V.	1.75	X-RAY DIFFRACTION	0.224	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4b5e	A	NA	0	NA	NA	NA	NA		08/03/12	Crystal Structure of an amyloid-beta binding single chain antibody  PS2-8	LAMA GLAMA	lama glama			Beringer, D.X., Dorresteijn, B., Rutten, L., Wienk, H., el Khattabi, M., Kroon-Batenburg, L.M.J., Verrips, C.T.	1.936	X-RAY DIFFRACTION	0.2356	0.1812	False	True	IGHV1	NA	NA	None	None	None
4b5e	B	NA	0	NA	NA	NA	NA		08/03/12	Crystal Structure of an amyloid-beta binding single chain antibody  PS2-8	LAMA GLAMA	lama glama			Beringer, D.X., Dorresteijn, B., Rutten, L., Wienk, H., el Khattabi, M., Kroon-Batenburg, L.M.J., Verrips, C.T.	1.936	X-RAY DIFFRACTION	0.2356	0.1812	False	True	IGHV1	NA	NA	None	None	None
1sjx	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/04	Three-Dimensional Structure of a Llama VHH Domain OE7 binding the cell wall protein Malf1	LAMA GLAMA	lama glama			Dolk, E., van der Vaart, M., Hulsik, D.L., Vriend, G., de Haard, H., Spinelli, S., Cambillau, C., Frenken, L., Verrips, T.	2.2	X-RAY DIFFRACTION	0.206	0.191	False	True	IGHV1	NA	NA	None	None	None	None	None
6rtw	B	NA	0	A	protein	NA	protein patched homolog 1	MEMBRANE PROTEIN	05/27/19	Crystal structure of the Patched-1 (PTCH1) ectodomain in complex with nanobody NB64 and cholesterol-hemisuccinate	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Rudolf, A.F., Kowatsch, C., El Omari, K., Malinauskas, T., Kinnebrew, M., Ansell, T.B., Bishop, B., Pardon, E., Schwab, R.A., Qian, M., Duman, R., Covey, D.F., Steyaert, J., Wagner, A., Sansom, M.S.P., Rohatgi, R., Siebold, C.	1.9	X-RAY DIFFRACTION	0.230	0.185	False	True	IGHV1	NA	NA	None	None	None	None	None
6ru3	C	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/27/19	Crystal structure of the FP specific nanobody hFPNb1	LAMA GLAMA	lama glama			Mazarakis, S.M.M., Pedersen, D.V., Laursen, N.S., Andersen, G.R.	1.26	X-RAY DIFFRACTION	0.204	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5f1o	B	NA	0	A	protein	NA	adp-ribosyl cyclase/cyclic adp-ribose hydrolase 1	HYDROLASE/IMMUNE SYSTEM	11/30/15	human CD38 in complex with nanobody MU551	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens	Zhang, H., Hao, Q.	2.2	X-RAY DIFFRACTION	0.237	0.168	False	True	IGHV1	NA	NA	None	None	None	None	None
2xxc	B	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/10/10	Crystal structure of a camelid VHH raised against the HIV-1 capsid  protein C-terminal domain.	VICUGNA PACOS	vicugna pacos			Igonet, S., Vaney, M.-C., Bartonova, V., Helma, J., Rothbauer, U., Leonhardt, H., Stura, E., Krausslich, H.-G., Rey, F.A.	1.67	X-RAY DIFFRACTION	0.2101	0.1800	False	True	IGHV1	NA	NA	None	None	None	None	None
5j1t	C	NA	0	A | B	protein | protein	NA | NA	torsin-1a | torsin-1a-interacting protein 2	HYDROLASE	03/29/16	TorsinAdeltaE-LULL1 complex, H. sapiens, bound to VHH-BS2	HOMO SAPIENS; VICUGNA PACOS	vicugna pacos		homo sapiens | homo sapiens	Demircioglu, F.E., Schwartz, T.U.	1.402	X-RAY DIFFRACTION	0.177	0.148	False	True	IGHV1	NA	NA	None	None	None	None	None
7z1d	F	NA	0	E	protein	NA	unknown	ANTIVIRAL PROTEIN	02/24/22	Nanobody H11-H6 bound to RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA				Mikolajek, H., Naismith, J.H.	1.55	X-RAY DIFFRACTION	0.186	0.167	False	False	IGHV1	NA	NA	None	None	None	None	None
7vfa	D	NA	0	E	protein	NA	3c-like proteinase	VIRAL PROTEIN/IMMUNE SYSTEM	09/11/21	the complex of SARS-CoV2 3CL and NB1A2	CAMELUS BACTRIANUS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	camelus bactrianus		severe acute respiratory syndrome coronavirus2 	Sun, Z.C., Wang, L., Geng, Y.	1.75	X-RAY DIFFRACTION	0.225	0.192	False	True	IGHV1	NA	NA	None	None	None	None	None
6jb9	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/25/19	Crystal structure of nanobody D3-L11 (unbound form)	CAMELUS DROMEDARIUS	camelus dromedarius			Caaveiro, J.M.M., Tamura, H., Akiba, H., Tsumoto, K.	1.15	X-RAY DIFFRACTION	0.129	0.102	False	True	IGHV1	NA	NA	None	None	None	None	None
6h15	D	NA	0	B	protein	NA	low-density lipoprotein receptor-related protein 6	SIGNALING PROTEIN	07/11/18	Structure of LRP6 P3E3P4E4 in complex with VHH L-P2-B10	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Gros, P., van Scherpenzeel, R.C.	2.6	X-RAY DIFFRACTION	0.247	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
6h15	C	NA	0	A	protein	NA	low-density lipoprotein receptor-related protein 6	SIGNALING PROTEIN	07/11/18	Structure of LRP6 P3E3P4E4 in complex with VHH L-P2-B10	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Gros, P., van Scherpenzeel, R.C.	2.6	X-RAY DIFFRACTION	0.247	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
4lgs	B	NA	0	A	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	06/28/13	Ricin A chain bound to camelid nanobody (VHH4)	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos		ricinus communis	Rudolph, M.J., Cheung, J., Franklin, M., Burshteyn, F., Cassidy, M., Gary, E., Mantis, N.	2.7	X-RAY DIFFRACTION	0.248	0.200	False	True	IGHV1	NA	NA	None	None	None	None	None
5f7w	D	NA	0	B	protein	NA	adhesin binding fucosylated histo-blood group antigen	CELL ADHESION	12/08/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain 17875 in complex with blood group B Lewis b heptasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.81	X-RAY DIFFRACTION	0.208	0.171	False	True	IGHV1	NA	NA	None	None	None	None	None
5f7w	C	NA	0	A	protein	NA	adhesin binding fucosylated histo-blood group antigen	CELL ADHESION	12/08/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain 17875 in complex with blood group B Lewis b heptasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.81	X-RAY DIFFRACTION	0.208	0.171	False	True	IGHV1	NA	NA	None	None	None	None	None
4bel	D	NA	0	A	protein	NA	beta-secretase 2	HYDROLASE/IMMUNE SYSTEM	03/11/13	BACE2 XAPERONE COMPLEX	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Banner, D.W., Kuglstatter, A., Benz, J., Stihle, M., Ruf, A.	1.85	X-RAY DIFFRACTION	0.22234	0.18130	False	True	IGHV3	NA	NA	None	None	None	None	None
4bel	E	NA	0	B	protein	NA	beta-secretase 2	HYDROLASE/IMMUNE SYSTEM	03/11/13	BACE2 XAPERONE COMPLEX	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Banner, D.W., Kuglstatter, A., Benz, J., Stihle, M., Ruf, A.	1.85	X-RAY DIFFRACTION	0.22234	0.18130	False	True	IGHV3	NA	NA	None	None	None	None	None
6h02	B	NA	0	A	protein	NA	mediator of rna polymerase ii transcription subunit 23	TRANSCRIPTION	07/06/18	Crystal structure of human Mediator subunit MED23	HOMO SAPIENS; LAMA	lama		homo sapiens	Clantin, B., Monte, D., Villeret, V.	2.8	X-RAY DIFFRACTION	0.240	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
6fyw	C	NA	0	A | B	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	03/12/18	Structure of B/Brisbane/60/2008 Influenza Hemagglutinin in complex with SD83	INFLUENZA B VIRUS (B/BRISBANE/60/2008); LAMA GLAMA	lama glama		influenza b virus (b/brisbane/60/2008) | influenza b virus (b/brisbane/60/2008)	Laursen, N.S., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.218	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
6u52	C	NA	0	D	protein	NA	nucleoprotein	IMMUNE SYSTEM	08/26/19	Anti-Sudan ebolavirus Nucleoprotein Single Domain Antibody Sudan B (SB) Complexed with Sudan ebolavirus Nucleoprotein C-terminal Domain 634-738	LAMA GLAMA; SUDAN EBOLAVIRUS (STRAIN BONIFACE-76)	lama glama		sudan ebolavirus (strain boniface-76)	Taylor, A.B., Sherwood, L.J., Hart, P.J., Hayhurst, A.	1.9	X-RAY DIFFRACTION	0.243	0.198	False	True	unknown	unknown	unknown	None	None	None	None	None
6u52	A	NA	0	B	protein	NA	nucleoprotein	IMMUNE SYSTEM	08/26/19	Anti-Sudan ebolavirus Nucleoprotein Single Domain Antibody Sudan B (SB) Complexed with Sudan ebolavirus Nucleoprotein C-terminal Domain 634-738	LAMA GLAMA; SUDAN EBOLAVIRUS (STRAIN BONIFACE-76)	lama glama		sudan ebolavirus (strain boniface-76)	Taylor, A.B., Sherwood, L.J., Hart, P.J., Hayhurst, A.	1.9	X-RAY DIFFRACTION	0.243	0.198	False	True	unknown	unknown	unknown	None	None	None	None	None
6lr7	B	NA	0	A	protein	NA	green fluorescient protein uv	FLUORESCENT PROTEIN	01/15/20	Crystal structure of GFPuv complexed with the nanobody LaG16 at 1.67 Angstron resolution	AEQUOREA VICTORIA; CAMELUS BACTRIANUS	camelus bactrianus		aequorea victoria	Zhang, Z.Y., Ding, Y., Hattori, M.	1.67	X-RAY DIFFRACTION	0.226	0.185	False	True	IGHV1	NA	NA	None	None	None	None	None
4x7c	C	NA	0	A	protein	NA	vp1	VIRAL PROTEIN	12/09/14	Crystal structure of Saga-2006 GII.4 P domain in complex with Nano-85	NOROVIRUS HU/GII-4/SAGA1/2006/JP; VICUGNA PACOS	vicugna pacos		norovirus hu/gii-4/saga1/2006/jp	Koromyslova, A.D., Hansman, G.S.	2.0	X-RAY DIFFRACTION	0.218	0.166	False	True	IGHV1	NA	NA	None	None	None	None	None
4x7c	D	NA	0	B	protein	NA	vp1	VIRAL PROTEIN	12/09/14	Crystal structure of Saga-2006 GII.4 P domain in complex with Nano-85	NOROVIRUS HU/GII-4/SAGA1/2006/JP; VICUGNA PACOS	vicugna pacos		norovirus hu/gii-4/saga1/2006/jp	Koromyslova, A.D., Hansman, G.S.	2.0	X-RAY DIFFRACTION	0.218	0.166	False	True	IGHV1	NA	NA	None	None	None	None	None
7rg7	A	NA	0	A	Hapten	MTX	METHOTREXATE	IMMUNE SYSTEM	07/14/21	Crystal structure of nanoclamp8:VHH in complex with MTX	NANOA	nanoa		nanoa	Guo, Z., Peat, T., Newman, J., Alexandrov, K.	1.83	X-RAY DIFFRACTION	0.202	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
5lhq	B	NA	0	A	protein	NA	urokinase-type plasminogen activator	Hydrolase/Antibody	07/12/16	The EGR-cmk active site inhibited catalytic domain of murine urokinase-type plasminogen activator in complex with the allosteric inhibitory nanobody Nb7	MUS MUSCULUS; VICUGNA PACOS	vicugna pacos		mus musculus	Kromann-Hansen, T., Lange, E.L., Sorensen, H.P., Ghassabeh, G.H., Huang, M., Jensen, J.K., Muyldermans, S., Declerck, P.J., Andreasen, P.A.	2.6	X-RAY DIFFRACTION	0.217	0.178	False	True	IGHV1	NA	NA	None	None	None	None	None
4y8d	C	NA	0	A	protein	NA	cyclin-g-associated kinase	TRANSFERASE	02/16/15	Crystal structure of Cyclin-G associated kinase (GAK) complexed with selective 12i inhibitor	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Chaikuad, A., Heroven, C., Nowak, R., De Jonghe, S., von Delft, F., Arrowsmith, C.H., Edwards, A.M., Bountra, C., Knapp, S., Structural Genomics Consortium (SGC)	2.1	X-RAY DIFFRACTION	0.232	0.192	False	False	IGHV1	NA	NA	None	None	None	None	None
4y8d	D	NA	0	B	protein	NA	cyclin-g-associated kinase	TRANSFERASE	02/16/15	Crystal structure of Cyclin-G associated kinase (GAK) complexed with selective 12i inhibitor	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Chaikuad, A., Heroven, C., Nowak, R., De Jonghe, S., von Delft, F., Arrowsmith, C.H., Edwards, A.M., Bountra, C., Knapp, S., Structural Genomics Consortium (SGC)	2.1	X-RAY DIFFRACTION	0.232	0.192	False	False	IGHV1	NA	NA	None	None	None	None	None
6u12	B	NA	0	A	protein	NA	inlb	IMMUNE SYSTEM	08/15/19	VHH R303 C33A/C102A in complex withthe LRR domain of InlB	LISTERIA MONOCYTOGENES; CAMELUS DROMEDARIUS	camelus dromedarius		listeria monocytogenes	Mendoza, M.N., Jian, M., Toride King, M., Brooks, C.L.	1.56	X-RAY DIFFRACTION	0.199	0.175	False	True	IGHV1	NA	NA	None	None	None	None	None
7r73	A	NA	0	G	protein	NA	glycoprotein 120	IMMUNE SYSTEM	06/24/21	Crystal structure of llama VHH antibody D7 in complex with HIV-1 gp120 core	HUMAN IMMUNODEFICIENCY VIRUS 1; LAMA GLAMA	lama glama		human immunodeficiency virus 1	Zhou, T., Kwong, P.D.	1.76	X-RAY DIFFRACTION	0.215	0.179	False	True	IGHV1	NA	NA	None	None	None	None	None
2xt1	B	NA	0	A	protein	NA	gag polyprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/03/10	Crystal structure of the HIV-1 capsid protein C-terminal domain (146- 231) in complex with a camelid VHH.	HUMAN IMMUNODEFICIENCY VIRUS 1; VICUGNA PACOS	vicugna pacos		human immunodeficiency virus 1	Igonet, S., Vaney, M.-C., Bartonova, V., Helma, J., Rothbauer, U., Leonhardt, H., Stura, E., Krausslich, H.-G., Rey, F.A.	1.32	X-RAY DIFFRACTION	0.1835	0.1607	False	True	IGHV1	NA	NA	None	None	None	None	None
5f1k	D	NA	0	B	protein	NA	adp-ribosyl cyclase/cyclic adp-ribose hydrolase 1	HYDROLASE/IMMUNE SYSTEM	11/30/15	human CD38 in complex with nanobody MU1053	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Zhang, H., Hao, Q.	2.3	X-RAY DIFFRACTION	0.231	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
5f1k	C	NA	0	A	protein	NA	adp-ribosyl cyclase/cyclic adp-ribose hydrolase 1	HYDROLASE/IMMUNE SYSTEM	11/30/15	human CD38 in complex with nanobody MU1053	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Zhang, H., Hao, Q.	2.3	X-RAY DIFFRACTION	0.231	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
5e03	A	NA	0	NA	NA	NA	NA	SIGNALING PROTEIN	09/28/15	Crystal structure of mouse CTLA-4 nanobody	MUS MUSCULUS	mus musculus			Fedorov, A.A., Fedorov, E.V., Samanta, D., Bonnano, J.B., Almo, S.C.	1.685	X-RAY DIFFRACTION	0.189	0.171	False	True	IGHV1	NA	NA	None	None	None	None	None
4w6y	B	NA	0	A	protein	NA	f18 fimbrial adhesin ac	CELL ADHESION	08/21/14	Co-complex structure of the lectin domain of F18 fimbrial adhesin FedF with inhibitory nanobody NbFedF9	ESCHERICHIA COLI DH5[ALPHA]; LAMA GLAMA	lama glama		escherichia coli dh5[alpha]	Moonens, K., De Kerpel, M., Coddens, A., Cox, E., Pardon, E., Remaut, H., De Greve, H.	1.57	X-RAY DIFFRACTION	0.226	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
5e0q	A	NA	0	B	protein	NA	nuclear pore complex protein nup98-nup96	TRANSPORT PROTEIN	09/29/15	Crystal structure of the Nup98 C-terminal domain bound to nanobody TP377	VICUGNA PACOS; XENOPUS TROPICALIS	vicugna pacos		xenopus tropicalis	Pleiner, T., Trakhanov, S., Goerlich, D.	1.9	X-RAY DIFFRACTION	0.196	0.167	False	True	IGHV1	NA	NA	None	None	None	None	None
7a6o	B	NA	0	A	protein	NA	unknown	BLOOD CLOTTING	08/25/20	Crystal Structure of the Complex of the Recombinant Von Willebrand Factor AIM-A1 domain and VHH81 at 2.1 Angstrom resolution	HOMO SAPIENS; LAMA GLAMA				Brown, A.K., Emsley, J.	2.1	X-RAY DIFFRACTION	0.256	0.195	False	False	IGHV3	NA	NA	None	None	None	None	None
7d6y	B	NA	0	A	protein	NA	eukaryotic translation initiation factor 4e	RNA BINDING PROTEIN	10/02/20	eIF4E in Complex with a Disulphide-Free Autonomous VH Domain	HOMO SAPIENS	homo sapiens		homo sapiens	Brown, C.J., Frosi, Y., Jiang, S., Lin, Y.C.	1.668	X-RAY DIFFRACTION	0.206	0.182	False	True	IGHV3	NA	NA	None	None	None	None	None
6qgw	B	NA	0	A	protein	NA	outer membrane protein assembly factor bama	MEMBRANE PROTEIN	01/14/19	Crystal structure of E.coli BamA beta-barrel in complex with nanobody E6	ESCHERICHIA COLI O157:H7; LAMA GLAMA	lama glama		escherichia coli o157	Hartmann, J.-B., Kaur, H., Jakob, R.P., Zahn, M., Zimmermann, I., Seeger, M., Maier, T., Hiller, S.	1.938	X-RAY DIFFRACTION	0.230	0.189	False	True	IGHV1	NA	NA	None	None	None	None	None
